Date,Hour,Temperature,Wet Temperature,Dew point Temperature,Relative humidity,wind speed,Wind Direction (Degrees)
01/04/2010,2:00,13.6,10.8,8,69,2.5,110
01/04/2010,5:00,12.2,10.1,7.9,75,3,110
01/04/2010,8:00,16.5,12.9,9.4,63,1,320
01/04/2010,11:00,19.7,15.4,11.9,61,3.5,240
01/04/2010,14:00,20.9,16.1,12.3,58,3,310
01/04/2010,17:00,19.7,16,13.1,66,3,350
01/04/2010,20:00,19.2,15.4,12.4,65,2.5,350
01/04/2010,23:00,17,12.6,8.4,57,2.5,110
02/04/2010,2:00,15.9,10.9,5.4,50,1,110
02/04/2010,5:00,13.9,9.4,3.9,51,2.5,120
02/04/2010,8:00,18.7,11,1.5,32,3,110
02/04/2010,11:00,21.7,16.4,12.2,55,2,280
02/04/2010,14:00,22.3,17.3,13.6,58,3.5,330
02/04/2010,17:00,23.1,15.3,8.3,39,2.5,360
02/04/2010,20:00,20.2,18,16.4,79,4,350
02/04/2010,23:00,20.2,12.5,4.1,35,1.5,120
03/04/2010,2:00,17.6,12.2,6.7,49,3,110
03/04/2010,5:00,17.5,11.1,3.7,40,4,110
03/04/2010,8:00,23.3,13.8,3.6,28,3,110
03/04/2010,11:00,21.9,18.1,15.5,67,2.5,340
03/04/2010,14:00,25.3,17,10.2,39,2.5,350
03/04/2010,17:00,23.6,16.9,11.6,47,4.5,360
03/04/2010,20:00,24.2,15.3,6.8,33,0.5,50
03/04/2010,23:00,19.9,18,16.7,82,3,360
04/04/2010,2:00,18.8,17.5,16.8,88,4.5,350
04/04/2010,5:00,18.2,16.8,15.8,86,2.5,340
04/04/2010,8:00,19.4,16.8,15,76,1.5,290
04/04/2010,11:00,20,17.3,15.4,75,3.5,270
04/04/2010,14:00,20.3,17.8,16.1,77,4,310
04/04/2010,17:00,18.9,16.7,15.2,79,3.5,340
04/04/2010,20:00,18.3,16.4,15.2,82,2.5,10
04/04/2010,23:00,18,16,14.7,81,1.5,30
05/04/2010,2:00,16.4,15,13.9,85,2,110
05/04/2010,5:00,15.6,14.3,13.3,86,2.5,110
05/04/2010,8:00,17.8,15.7,14.1,79,1.5,250
05/04/2010,11:00,19.5,17,15.4,77,3,290
05/04/2010,14:00,19.8,17.1,15.2,75,4.5,340
05/04/2010,17:00,19.2,17.1,15.7,80,5,340
05/04/2010,20:00,18.6,17,15.8,84,3.5,360
05/04/2010,23:00,18.2,16.3,15.1,82,1,300
06/04/2010,2:00,18.1,15.9,14.2,78,0.5,180
06/04/2010,5:00,17.9,15.5,13.6,76,1.5,210
06/04/2010,8:00,18.7,15.9,13.7,73,2,260
06/04/2010,11:00,19.5,16.7,14.7,74,4,260
06/04/2010,14:00,20.3,17.5,15.5,74,4,280
06/04/2010,17:00,20,17.5,15.8,77,4.5,300
06/04/2010,20:00,18.9,17,15.8,82,2.5,280
06/04/2010,23:00,18.4,16.4,15.1,81,1.5,230
07/04/2010,2:00,17.1,15.6,14.4,84,1.5,140
07/04/2010,5:00,16.6,15.2,14.1,85,1.5,170
07/04/2010,8:00,18.4,15.3,12.8,70,4.5,250
07/04/2010,11:00,19,15.9,13.4,70,6,260
07/04/2010,14:00,19.5,15.6,12.5,64,6,260
07/04/2010,17:00,18.9,15,11.7,63,5.5,280
07/04/2010,20:00,18,14.4,11.3,65,4,290
07/04/2010,23:00,17.9,14.3,11.2,65,3,270
08/04/2010,2:00,17.8,14.3,11.3,66,4.5,260
08/04/2010,5:00,18.3,14.4,11.1,63,3,260
08/04/2010,8:00,17.9,14.1,11,64,2,230
08/04/2010,11:00,19.3,14.8,11.1,59,4.5,270
08/04/2010,14:00,19.6,15.1,11.3,59,5.5,270
08/04/2010,17:00,18.9,15.1,11.9,64,5.5,280
08/04/2010,20:00,17.8,14.2,11.1,65,3,280
08/04/2010,23:00,17.5,13.7,10.4,63,4.5,280
09/04/2010,2:00,17.2,13.6,10.3,64,4,290
09/04/2010,5:00,15.1,12.2,9.4,69,2,130
09/04/2010,8:00,18.4,13.9,10,58,2.5,180
09/04/2010,11:00,18.7,13.6,8.9,53,5,240
09/04/2010,14:00,19.3,14.4,10,55,5.5,260
09/04/2010,17:00,18.3,14.5,11.3,64,5,290
09/04/2010,20:00,17.5,13.6,10.1,62,1.5,330
09/04/2010,23:00,16.8,13.2,9.9,64,1,110
10/04/2010,2:00,14.8,12.2,9.8,72,2.5,120
10/04/2010,5:00,13.7,11.5,9.3,75,3,110
10/04/2010,8:00,18.2,14.1,10.5,61,1.5,40
10/04/2010,11:00,20.6,15.8,12,58,3.5,320
10/04/2010,14:00,20.8,15.4,10.8,53,4,340
10/04/2010,17:00,20.2,16.3,13.4,65,7,360
10/04/2010,20:00,20.1,13.9,8.1,46,3.5,30
10/04/2010,23:00,21.8,14.3,7.1,39,2,90
11/04/2010,2:00,20.8,14.4,8.7,46,1,90
11/04/2010,5:00,20.6,16.1,12.5,60,1.5,120
11/04/2010,8:00,29.9,16.5,2.7,18,5,150
11/04/2010,11:00,34.1,17.7,1.3,13,5.5,180
11/04/2010,14:00,25.1,18.8,14.5,52,1,330
11/04/2010,17:00,23.4,17.9,13.8,55,5.5,290
11/04/2010,20:00,19.9,17.4,15.7,77,4.5,240
11/04/2010,23:00,18.5,16.2,14.6,78,4,220
12/04/2010,2:00,17.9,15.7,14,78,7.5,260
12/04/2010,5:00,17.6,15.3,13.5,77,5.5,250
12/04/2010,8:00,18.3,14.9,12.3,68,7.5,240
12/04/2010,11:00,19.2,15,11.5,61,6,240
12/04/2010,14:00,19.4,15.3,12.1,63,6.5,270
12/04/2010,17:00,18.6,14.7,11.4,63,7,280
12/04/2010,20:00,17.8,13.5,9.6,59,6,280
12/04/2010,23:00,17.6,13.8,10.4,63,5.5,280
13/04/2010,2:00,17.2,12.6,8.3,56,4.5,250
13/04/2010,5:00,16.9,12.4,7.8,55,3,280
13/04/2010,8:00,18.2,13.5,9,55,1.5,240
13/04/2010,11:00,18.9,13.3,7.9,49,4,260
13/04/2010,14:00,19.4,14,9,51,4,290
13/04/2010,17:00,19,14.4,10.3,57,4,320
13/04/2010,20:00,17.7,13.7,10.1,61,3,350
13/04/2010,23:00,17.1,13.3,10,63,2,50
14/04/2010,2:00,15.4,12.4,9.5,68,2,110
14/04/2010,5:00,14.1,11.6,9.3,73,3,110
14/04/2010,8:00,18.7,14.5,11,61,2,30
14/04/2010,11:00,19.2,15.5,12.7,66,5,320
14/04/2010,14:00,18.9,15.6,13.1,69,6,340
14/04/2010,17:00,19.1,16.1,13.7,71,7,350
14/04/2010,20:00,18.2,15.8,13.9,76,5.5,360
14/04/2010,23:00,17.6,15.1,13.1,75,1.5,50
15/04/2010,2:00,15.9,13.8,12.1,78,1,140
15/04/2010,5:00,14.1,12.5,11.1,82,2,120
15/04/2010,8:00,18.3,15.8,13.8,75,4,350
15/04/2010,11:00,19.6,17,15.2,76,5.5,330
15/04/2010,14:00,19.8,17.2,15.4,76,6.5,350
15/04/2010,17:00,20.2,17.5,15.6,75,6.5,360
15/04/2010,20:00,19.1,17.1,15.8,81,5.5,360
15/04/2010,23:00,18.6,17.3,16.4,87,4.5,360
16/04/2010,2:00,16.8,15.6,14.6,87,1,150
16/04/2010,5:00,14.5,13.1,11.8,84,2,110
16/04/2010,8:00,18.1,16.7,15.7,86,2,100
16/04/2010,11:00,20.4,18.3,16.8,80,2.5,330
16/04/2010,14:00,20.3,18.3,16.9,81,5.5,330
16/04/2010,17:00,19.5,17.9,16.7,84,4.5,340
16/04/2010,20:00,19.1,17.6,16.5,85,3,340
16/04/2010,23:00,19.1,17.5,16.3,84,2.5,280
17/04/2010,2:00,18.8,17.2,16,84,1,220
17/04/2010,5:00,18.3,16.8,15.7,85,1.5,150
17/04/2010,8:00,20.1,17.8,16.1,78,1.5,200
17/04/2010,11:00,20.2,18.2,16.8,81,5.5,250
17/04/2010,14:00,20.8,18.4,17,79,6,270
17/04/2010,17:00,20.4,18.2,16.6,79,3,310
17/04/2010,20:00,19,17.1,15.9,82,1,360
17/04/2010,23:00,18.6,16.2,14.5,77,2,110
18/04/2010,2:00,18.1,16,14.4,79,1,150
18/04/2010,5:00,14.5,12.8,11.3,81,3,110
18/04/2010,8:00,20.4,17.9,16.2,77,1.5,140
18/04/2010,11:00,20.6,18.1,16.4,77,4,270
18/04/2010,14:00,20.8,18.7,17.4,81,3.5,330
18/04/2010,17:00,20.5,18.3,16.7,79,5,360
18/04/2010,20:00,19.9,17.9,16.5,81,4.5,360
18/04/2010,23:00,19.2,16.5,14.4,74,1,20
19/04/2010,2:00,17.1,14.8,13,77,2,110
19/04/2010,5:00,16.8,14,11.7,72,1.5,120
19/04/2010,8:00,22.2,15.9,10.6,48,1.5,280
19/04/2010,11:00,21.6,19.2,17.8,79,4.5,320
19/04/2010,14:00,21.1,19.6,18.7,86,4.5,340
19/04/2010,17:00,22.1,19.1,17.2,74,5.5,360
19/04/2010,20:00,23,16.4,11,47,2,10
19/04/2010,23:00,20.5,18.6,17.5,83,0.5,250
20/04/2010,2:00,20,14.8,10.4,54,2,110
20/04/2010,5:00,19.3,13.8,8.6,50,2,130
20/04/2010,8:00,21.4,16.6,13,59,2,350
20/04/2010,11:00,23.6,18.6,15.1,59,2,320
20/04/2010,14:00,22.9,20.1,18.4,76,3.5,340
20/04/2010,17:00,23.4,19.5,17.1,68,3.5,360
20/04/2010,20:00,22.2,20.2,19,82,0.5,290
20/04/2010,23:00,20.7,18.7,17.5,82,2,360
21/04/2010,2:00,20.3,19.1,18.4,89,4,350
21/04/2010,5:00,20,17.9,16.4,80,3.5,40
21/04/2010,8:00,21,18.6,17.2,79,3.5,260
21/04/2010,11:00,21.5,19.4,18.1,81,5.5,280
21/04/2010,14:00,21.1,19,17.7,81,5.5,310
21/04/2010,17:00,19.7,17.6,16.1,80,6,280
21/04/2010,20:00,19.1,16.5,14.8,76,4.5,290
21/04/2010,23:00,18.8,16.4,14.7,77,7.5,270
22/04/2010,2:00,18.4,15.3,12.8,70,6,250
22/04/2010,5:00,17.7,15.1,13,74,2,220
22/04/2010,8:00,19.1,15.7,13,68,4,240
22/04/2010,11:00,20,16.2,13.4,66,4.5,280
22/04/2010,14:00,20.2,16.5,13.9,67,6,280
22/04/2010,17:00,19.7,16.2,13.4,67,5,270
22/04/2010,20:00,18.8,16.1,14.1,74,4,280
22/04/2010,23:00,18.6,16.1,14.1,75,5,290
23/04/2010,2:00,18.3,15.5,13.4,73,5,310
23/04/2010,5:00,18.3,15.5,13.4,73,2.5,320
23/04/2010,8:00,19.3,16.4,14.3,73,2,250
23/04/2010,11:00,20.5,17.4,15.3,72,4.5,270
23/04/2010,14:00,20.4,17.6,15.6,74,6.5,280
23/04/2010,17:00,20.2,17.6,15.8,76,5,300
23/04/2010,20:00,19,16.8,15.3,79,2,340
23/04/2010,23:00,18.7,16.5,15,79,2,340
24/04/2010,2:00,15.8,13.7,11.8,77,2.5,110
24/04/2010,5:00,14.7,12.7,10.9,78,2.5,110
24/04/2010,8:00,19.1,16.4,14.3,74,1,290
24/04/2010,11:00,19.9,17.3,15.5,76,4.5,280
24/04/2010,14:00,21.1,18.1,16.1,73,6.5,330
24/04/2010,17:00,20.7,17.7,15.7,73,6.5,360
24/04/2010,20:00,19.6,16.4,14,70,5,360
24/04/2010,23:00,18.8,16.2,14.3,75,1.5,40
25/04/2010,2:00,17.2,15.1,13.5,79,1,100
25/04/2010,5:00,14.4,12.7,11.2,81,2,110
25/04/2010,8:00,19.2,16.5,14.6,75,2.5,340
25/04/2010,11:00,20,16.9,14.8,72,5,340
25/04/2010,14:00,22.2,19,16.9,72,6.5,350
25/04/2010,17:00,21.3,18.4,16.5,74,6.5,360
25/04/2010,20:00,20.2,17.6,15.8,76,5,360
25/04/2010,23:00,19.9,17.7,16.1,79,4,330
26/04/2010,2:00,19.2,17,15.5,79,1.5,40
26/04/2010,5:00,18.2,16.1,14.5,79,1,160
26/04/2010,8:00,19.7,17.4,15.7,78,2.5,260
26/04/2010,11:00,21.2,18.5,16.8,76,3.5,280
26/04/2010,14:00,22,19,17.1,74,4.5,290
26/04/2010,17:00,21.2,18.6,17,77,4,310
26/04/2010,20:00,20,18,16.6,81,0.5,300
26/04/2010,23:00,18.5,16.5,15.2,81,2,120
27/04/2010,2:00,17.1,15,13.4,79,2,120
27/04/2010,5:00,15.7,13.2,11.1,74,2,110
27/04/2010,8:00,22.4,16.8,12.3,53,0.5,280
27/04/2010,11:00,21.5,18.7,16.9,75,3,340
27/04/2010,14:00,23.9,19.5,16.6,64,5.5,360
27/04/2010,17:00,22.9,18,14.7,60,7.5,360
27/04/2010,20:00,21.9,19.5,18.1,79,4.5,340
27/04/2010,23:00,20.2,18.9,18.1,88,7.5,320
28/04/2010,2:00,19.8,17.8,16.4,81,2.5,300
28/04/2010,5:00,19.3,17,15.4,78,3.5,270
28/04/2010,8:00,20.4,17.8,16,76,3.5,240
28/04/2010,11:00,21.1,18.1,16.1,73,5.5,240
28/04/2010,14:00,21.2,18.5,16.8,76,5.5,280
28/04/2010,17:00,20.5,17.8,15.9,75,4.5,290
28/04/2010,20:00,19.6,17.1,15.4,77,2.5,280
28/04/2010,23:00,19.5,17.2,15.6,78,4,270
29/04/2010,2:00,19.2,16.9,15.3,78,3.5,250
29/04/2010,5:00,17.1,15.1,13.6,80,2,110
29/04/2010,8:00,20.1,17.3,15.3,74,3,210
29/04/2010,11:00,20.5,17.8,15.9,75,6.5,250
29/04/2010,14:00,21.2,18.1,15.9,72,5,290
29/04/2010,17:00,20.8,17.3,14.9,69,4.5,320
29/04/2010,20:00,19.4,16.6,14.6,74,3.5,340
29/04/2010,23:00,19.2,16.5,14.4,74,3.5,330
30/04/2010,2:00,18,15.6,13.7,76,1.5,120
30/04/2010,5:00,17.9,15.6,13.8,77,1.5,110
30/04/2010,8:00,19.7,16.7,14.5,72,1.5,250
30/04/2010,11:00,19.8,17.2,15.4,76,3,250
30/04/2010,14:00,20.7,17.9,15.9,74,2,270
30/04/2010,17:00,20.7,17.6,15.5,72,1.5,300
30/04/2010,20:00,19.1,16.5,14.8,76,2.5,340
30/04/2010,23:00,18.6,16.2,14.5,77,1.5,40
01/05/2010,2:00,16.5,14.6,13,80,2.5,120
01/05/2010,5:00,14.8,13,11.4,80,2.5,110
01/05/2010,8:00,19.8,16.5,14.2,70,1,310
01/05/2010,11:00,20.7,17.2,14.8,69,3,280
01/05/2010,14:00,21.2,17.6,15,68,4.5,290
01/05/2010,17:00,20.4,16.9,14.3,68,6,290
01/05/2010,20:00,19.4,16.3,14,71,2,320
01/05/2010,23:00,19.2,16.5,14.6,75,2.5,250
02/05/2010,2:00,18.9,16.4,14.6,76,5.5,270
02/05/2010,5:00,18.7,16.3,14.6,77,6,270
02/05/2010,8:00,19.3,16.7,15,76,3.5,280
02/05/2010,11:00,19.3,17,15.4,78,6,260
02/05/2010,14:00,20.8,17.9,16,74,5.5,270
02/05/2010,17:00,20.1,17.4,15.5,75,4.5,270
02/05/2010,20:00,19.4,16.8,15,76,2,280
02/05/2010,23:00,19.1,16.5,14.8,76,1,200
03/05/2010,2:00,17,15,13.5,80,2,110
03/05/2010,5:00,16.2,14.5,13.1,82,2,120
03/05/2010,8:00,20.3,17.5,15.5,74,1,240
03/05/2010,11:00,21,18.3,16.4,75,4.5,270
03/05/2010,14:00,21.4,18.5,16.6,74,4.5,280
03/05/2010,17:00,21.2,18.5,16.8,76,4.5,330
03/05/2010,20:00,19.9,17.7,16.1,79,2.5,30
03/05/2010,23:00,19.3,17.2,15.8,80,2,40
04/05/2010,2:00,17.7,16.2,15,84,1.5,120
04/05/2010,5:00,15.4,13.3,11.4,77,2,140
04/05/2010,8:00,20.5,17.7,15.7,74,1.5,310
04/05/2010,11:00,21.6,18.8,17,75,3.5,320
04/05/2010,14:00,22.2,18.4,15.8,67,5.5,320
04/05/2010,17:00,21.2,17.7,15.3,69,6.5,340
04/05/2010,20:00,20.3,17.6,15.7,75,4.5,360
04/05/2010,23:00,19.6,17.1,15.4,77,1,50
05/05/2010,2:00,17.3,14.9,13,76,2.5,120
05/05/2010,5:00,15.4,12.6,10.2,71,2.5,120
05/05/2010,8:00,20.7,17.5,15.2,71,1.5,270
05/05/2010,11:00,21.2,18.5,16.8,76,3.5,320
05/05/2010,14:00,22.3,19.4,17.6,75,5,330
05/05/2010,17:00,21,18.6,17.2,79,5.5,340
05/05/2010,20:00,20.2,18.2,17,82,4.5,360
05/05/2010,23:00,19.4,17.8,16.6,84,0.5,70
06/05/2010,2:00,17.9,16.5,15.5,86,1,110
06/05/2010,5:00,15.4,13.7,12.2,81,3,120
06/05/2010,8:00,19.8,16.7,14.4,71,2,260
06/05/2010,11:00,21.4,19,17.6,79,3.5,290
06/05/2010,14:00,22.6,19.6,17.7,74,4.5,330
06/05/2010,17:00,21.9,18.5,16.2,70,5.5,340
06/05/2010,20:00,20.8,18.1,16.2,75,1.5,50
06/05/2010,23:00,20.2,17.7,16,77,1,20
07/05/2010,2:00,18.5,16.5,15.2,81,1.5,120
07/05/2010,5:00,17.3,15,13.2,77,2,120
07/05/2010,8:00,22.2,18.3,15.5,66,1.5,320
07/05/2010,11:00,22.6,19.7,17.9,75,4.5,290
07/05/2010,14:00,22.8,20.4,19,79,5.5,330
07/05/2010,17:00,22.8,20.8,19.6,82,6.5,350
07/05/2010,20:00,21.5,18.7,17.1,76,1.5,20
07/05/2010,23:00,21.7,19.2,17.7,78,2,350
08/05/2010,2:00,19.2,17.3,16,82,2.5,120
08/05/2010,5:00,18,15.4,13.3,74,1.5,110
08/05/2010,8:00,21.3,19.5,18.5,84,2,310
08/05/2010,11:00,23.6,21.6,20.5,83,3.5,310
08/05/2010,14:00,23.5,21.5,20.4,83,5,340
08/05/2010,17:00,23.2,20.9,19.7,81,5,360
08/05/2010,20:00,22.6,20.3,19,80,3,360
08/05/2010,23:00,21.9,19.9,18.7,82,1,340
09/05/2010,2:00,19.2,15.9,13.4,69,2.5,110
09/05/2010,5:00,18.8,14.6,11.1,61,0.5,110
09/05/2010,8:00,25.1,16.8,10.1,39,1.5,90
09/05/2010,11:00,24.5,19,15.4,57,2.5,340
09/05/2010,14:00,25.6,19.5,15.5,54,3,340
09/05/2010,17:00,25.5,19.8,16,56,4.5,360
09/05/2010,20:00,26.6,16.2,6.9,29,1.5,40
09/05/2010,23:00,26.7,16.3,7,29,2.5,110
10/05/2010,2:00,28.8,16.4,4,21,2.5,100
10/05/2010,5:00,30.7,16.6,2.5,17,3,90
10/05/2010,8:00,30.1,20.4,14.1,38,2,260
10/05/2010,11:00,25.1,21.6,19.7,72,6.5,240
10/05/2010,14:00,25.2,21.5,19.5,71,7.5,210
10/05/2010,17:00,23,21.1,19.9,83,6.5,200
10/05/2010,20:00,22.2,20.8,19.9,87,5,220
10/05/2010,23:00,21.4,20.2,19.5,89,3.5,230
11/05/2010,2:00,21.1,19.6,18.7,86,4,220
11/05/2010,5:00,20.7,19.2,18.3,86,3.5,220
11/05/2010,8:00,22.2,19.7,18.2,78,4.5,220
11/05/2010,11:00,22.3,19.8,18.3,78,6,240
11/05/2010,14:00,22.4,20,18.6,79,5,250
11/05/2010,17:00,22.5,20.1,18.7,79,2.5,300
11/05/2010,20:00,21.1,19.6,18.7,86,2,310
11/05/2010,23:00,20.7,19.2,18.3,86,1,240
12/05/2010,2:00,20,18.6,17.8,87,1.5,180
12/05/2010,5:00,17.4,16.2,15.2,87,2.5,110
12/05/2010,8:00,20.7,18.6,17.3,81,2.5,230
12/05/2010,11:00,21.1,19.2,18.1,83,4.5,260
12/05/2010,14:00,22.6,20.3,19,80,5,290
12/05/2010,17:00,23,20.3,18.7,77,2.5,330
12/05/2010,20:00,21.2,19.7,18.8,86,1.5,340
12/05/2010,23:00,20.7,19.4,18.6,88,1,240
13/05/2010,2:00,20.3,18.7,17.7,85,1.5,220
13/05/2010,5:00,18.9,17.1,15.9,83,2.5,100
13/05/2010,8:00,21.1,18.6,17.1,78,3,250
13/05/2010,11:00,21.9,19.6,18.3,80,4,260
13/05/2010,14:00,23,20.9,19.6,81,5.5,310
13/05/2010,17:00,22.9,21,19.9,83,4.5,330
13/05/2010,20:00,21.6,20,19,85,3,360
13/05/2010,23:00,21.2,19.2,18,82,1,360
14/05/2010,2:00,19.1,17.7,16.7,86,2,110
14/05/2010,5:00,18.2,16.6,15.4,84,2.5,120
14/05/2010,8:00,21.5,18.9,17.3,77,3.5,240
14/05/2010,11:00,22.4,20.7,19.7,85,3,270
14/05/2010,14:00,23.5,20.4,18.6,74,3.5,340
14/05/2010,17:00,23.4,20.7,19.1,77,4,330
14/05/2010,20:00,22.9,19.3,17.1,70,2,360
14/05/2010,23:00,22.7,17.7,14,58,1.5,40
15/05/2010,2:00,20.5,16.6,13.7,65,1.5,120
15/05/2010,5:00,19.7,15.1,11.2,58,1,140
15/05/2010,8:00,23.2,19.6,17.4,70,1.5,260
15/05/2010,11:00,24.3,21.3,19.8,76,3.5,300
15/05/2010,14:00,24.6,21.4,19.6,74,5.5,330
15/05/2010,17:00,23.5,20.8,19.2,77,4,340
15/05/2010,20:00,22.8,20.9,19.8,83,3,360
15/05/2010,23:00,22.6,19.4,17.5,73,0.5,110
16/05/2010,2:00,21.7,17.3,14.3,63,1.5,130
16/05/2010,5:00,20.3,15,10.6,54,2,120
16/05/2010,8:00,23.7,18.8,15.4,60,2,250
16/05/2010,11:00,24.8,21.7,20,75,2.5,330
16/05/2010,14:00,25.1,22.4,21,78,3.5,340
16/05/2010,17:00,25.2,21.9,20.2,74,4.5,360
16/05/2010,20:00,24.6,21.9,20.5,78,3,350
16/05/2010,23:00,23.7,22.2,21.4,87,0.5,320
17/05/2010,2:00,23.3,21.7,20.8,86,2,250
17/05/2010,5:00,21.7,19.6,18.3,81,2,120
17/05/2010,8:00,23.9,22.3,21.6,87,3,330
17/05/2010,11:00,24.3,22.4,21.4,84,3.5,330
17/05/2010,14:00,24.5,22.1,20.8,80,6,330
17/05/2010,17:00,23,20.6,19.1,79,7,330
17/05/2010,20:00,22.1,20.1,18.9,82,5.5,350
17/05/2010,23:00,22,19.4,17.8,77,4.5,320
18/05/2010,2:00,21.4,19.2,17.8,80,2.5,290
18/05/2010,5:00,21.1,18.6,17.1,78,0.5,140
18/05/2010,8:00,21.5,19,17.5,78,3.5,310
18/05/2010,11:00,22.3,19.4,17.6,75,3,310
18/05/2010,14:00,22.8,19.6,17.7,73,3,280
18/05/2010,17:00,21.5,18.7,16.9,75,5.5,300
18/05/2010,20:00,20.8,18.1,16.2,75,4.5,290
18/05/2010,23:00,20.9,17.8,15.6,72,5.5,290
19/05/2010,2:00,20.6,17.4,15.1,71,4.5,280
19/05/2010,5:00,20.4,17,14.5,69,4,300
19/05/2010,8:00,21.7,17.3,14.1,62,2,270
19/05/2010,11:00,22.5,18.5,15.8,66,4.5,290
19/05/2010,14:00,22.6,17.6,13.9,58,5.5,300
19/05/2010,17:00,22.1,18,15.2,65,4.5,310
19/05/2010,20:00,20.9,17.3,14.8,68,2.5,330
19/05/2010,23:00,20.6,17.1,14.7,69,4,300
20/05/2010,2:00,19.9,16.4,13.8,68,2,100
20/05/2010,5:00,18.8,15.9,13.6,72,2,110
20/05/2010,8:00,21.6,17.9,15.4,68,1.5,260
20/05/2010,11:00,22.5,18.4,15.6,65,4,310
20/05/2010,14:00,22.6,18.5,15.7,65,6,320
20/05/2010,17:00,22.2,18.3,15.5,66,6,330
20/05/2010,20:00,20.9,17.3,14.8,68,4.5,310
20/05/2010,23:00,20.6,16.5,13.5,64,3.5,310
21/05/2010,2:00,18.8,15.7,13.2,70,2,110
21/05/2010,5:00,17.5,15.1,13.2,76,2.5,110
21/05/2010,8:00,21.7,17.2,13.8,61,2,300
21/05/2010,11:00,22.1,18,15.2,65,5,310
21/05/2010,14:00,22.7,18.4,15.5,64,5.5,330
21/05/2010,17:00,21.8,17.9,15.1,66,6,350
21/05/2010,20:00,21.1,17.3,14.7,67,3,20
21/05/2010,23:00,20.6,17.1,14.5,68,1,360
22/05/2010,2:00,19.8,16.5,14.2,70,2,120
22/05/2010,5:00,18.8,15.7,13.2,70,1.5,110
22/05/2010,8:00,23.2,16.1,10.2,44,2,100
22/05/2010,11:00,24.9,19.4,15.7,57,3,260
22/05/2010,14:00,26.6,21.2,17.9,59,2.5,290
22/05/2010,17:00,23.7,21.2,19.8,79,6.5,310
22/05/2010,20:00,22.2,20.2,19,82,3.5,280
22/05/2010,23:00,21.3,18.6,16.9,76,5.5,280
23/05/2010,2:00,21,17.4,14.8,68,6.5,280
23/05/2010,5:00,20.8,16.4,13.2,62,5,270
23/05/2010,8:00,21.8,17,13.4,59,5,260
23/05/2010,11:00,22.2,17.8,14.8,63,7,250
23/05/2010,14:00,22.7,18.4,15.5,64,7,270
23/05/2010,17:00,21.8,18.3,15.8,69,5.5,280
23/05/2010,20:00,21.1,17.7,15.4,70,4.5,280
23/05/2010,23:00,20.9,17.9,15.9,73,3.5,290
24/05/2010,2:00,20.7,17.5,15.2,71,4.5,270
24/05/2010,5:00,20.7,17.7,15.7,73,4.5,300
24/05/2010,8:00,21.8,17.9,15.1,66,2.5,280
24/05/2010,11:00,22.5,18.4,15.6,65,4.5,320
24/05/2010,14:00,22.8,18.6,15.8,65,5,310
24/05/2010,17:00,22.1,18,15.2,65,5,330
24/05/2010,20:00,21.1,17.6,15.2,69,4,350
24/05/2010,23:00,20.6,17.1,14.7,69,2,10
25/05/2010,2:00,20,16.6,14.1,69,2,130
25/05/2010,8:00,22.3,18.1,15.1,64,2.5,330
25/05/2010,11:00,23,18.9,16.3,66,4.5,330
25/05/2010,14:00,22.6,19.1,16.8,70,6.5,340
25/05/2010,17:00,22.3,19.3,17.4,74,8,350
25/05/2010,20:00,21.7,19.1,17.5,77,5,360
25/05/2010,23:00,21.4,19.4,18.2,82,4.5,350
26/05/2010,2:00,21.2,18.8,17.4,79,1.5,10
26/05/2010,5:00,19.5,17.4,15.9,80,2.5,110
26/05/2010,8:00,22.9,20.1,18.4,76,4,350
26/05/2010,11:00,23.5,20.9,19.4,78,4.5,330
26/05/2010,14:00,23.4,21.3,20.1,82,7.5,340
26/05/2010,17:00,24.5,21.5,20,76,7,360
26/05/2010,20:00,24,21.6,20.3,80,6,360
26/05/2010,23:00,23.4,20.3,18.5,74,1.5,140
27/05/2010,2:00,23.1,18.1,14.6,59,2,110
27/05/2010,5:00,23.6,18.2,14.5,57,0.5,180
27/05/2010,8:00,27.5,20.6,16.4,51,2,160
27/05/2010,11:00,25.8,21.1,18.2,63,4.5,210
27/05/2010,14:00,25.7,21,18.3,64,3.5,220
27/05/2010,17:00,25.5,19.4,15.5,54,1.5,250
27/05/2010,20:00,26.7,18.7,13,43,1,240
27/05/2010,23:00,22.8,21.4,20.5,87,6,250
28/05/2010,2:00,22.3,20.6,19.6,85,3.5,210
28/05/2010,5:00,21.8,19.9,18.8,83,4.5,230
28/05/2010,8:00,22.8,20,18.3,76,4,230
28/05/2010,11:00,23.7,20.9,19.2,76,5.5,230
28/05/2010,14:00,23.9,20.9,19.2,75,5,230
28/05/2010,17:00,22.9,20.6,19.3,80,5.5,240
28/05/2010,20:00,22.3,20.6,19.6,85,4,260
28/05/2010,23:00,22.1,20.6,19.6,86,4,260
29/05/2010,2:00,21.7,19.9,18.9,84,2,180
29/05/2010,5:00,20.9,19.4,18.5,86,2.5,150
29/05/2010,8:00,22.8,20.7,19.4,81,2.5,220
29/05/2010,11:00,23.4,20.9,19.5,79,5.5,240
29/05/2010,14:00,24.1,21.4,20,78,4.5,270
29/05/2010,17:00,23.6,21.2,19.9,80,3,290
29/05/2010,20:00,22.4,20.9,19.9,86,1,330
29/05/2010,23:00,22.1,20.7,19.8,87,2,240
